timestamp_s,src_ip,dst_ip,src_port,dst_port,protocol,queue_depth_bytes,tx_link_util_0_255,flow_hash,datetime_iso
42.116,10.0.105.12,224.0.0.1,0,0,OTHER,0,0,18b54e13,2026-04-11T17:01:43.132751
42.131,10.0.105.12,224.0.0.1,0,0,OTHER,0,0,18b54e13,2026-04-11T17:01:43.148081
42.615,10.0.100.1,224.0.0.1,0,0,OTHER,0,0,977782c3,2026-04-11T17:01:43.631242
42.621,10.0.100.1,224.0.0.1,0,0,OTHER,0,0,977782c3,2026-04-11T17:01:43.638502
42.834,10.0.107.15,224.0.0.1,0,0,OTHER,0,0,383717dc,2026-04-11T17:01:43.853941
42.838,10.0.107.15,224.0.0.1,0,0,OTHER,0,0,383717dc,2026-04-11T17:01:43.856973
42.94,10.0.107.16,224.0.0.1,0,0,OTHER,0,0,18879e6e,2026-04-11T17:01:43.956730
42.959,10.0.107.16,224.0.0.1,0,0,OTHER,0,0,18879e6e,2026-04-11T17:01:43.976957
43.067,10.0.106.13,224.0.0.1,0,0,OTHER,0,0,8ffedff3,2026-04-11T17:01:44.085269
43.075,10.0.106.13,224.0.0.1,0,0,OTHER,0,0,8ffedff3,2026-04-11T17:01:44.093015
43.144,10.0.100.2,224.0.0.1,0,0,OTHER,0,0,0b7abfe3,2026-04-11T17:01:44.163764
43.165,10.0.100.2,224.0.0.1,0,0,OTHER,0,0,0b7abfe3,2026-04-11T17:01:44.185844
43.283,10.0.105.11,224.0.0.1,0,0,OTHER,0,0,f92bb1e0,2026-04-11T17:01:44.301818
43.318,10.0.105.11,224.0.0.1,0,0,OTHER,0,0,f92bb1e0,2026-04-11T17:01:44.338917
43.481,10.0.101.3,224.0.0.1,0,0,OTHER,0,0,17099ba8,2026-04-11T17:01:44.499830
43.501,10.0.101.3,224.0.0.1,0,0,OTHER,0,0,17099ba8,2026-04-11T17:01:44.520367
43.767,10.0.102.6,224.0.0.1,0,0,OTHER,0,0,507baf03,2026-04-11T17:01:44.784966
44.168,10.0.104.10,224.0.0.1,0,0,OTHER,0,0,8c3d781d,2026-04-11T17:01:45.186953
44.192,10.0.104.10,224.0.0.1,0,0,OTHER,0,0,8c3d781d,2026-04-11T17:01:45.217995
44.215,10.0.101.4,224.0.0.1,0,0,OTHER,0,0,bde9398a,2026-04-11T17:01:45.231481
44.232,10.0.101.4,224.0.0.1,0,0,OTHER,0,0,bde9398a,2026-04-11T17:01:45.249103
44.958,10.0.104.9,224.0.0.1,0,0,OTHER,0,0,758eff81,2026-04-11T17:01:45.978361
44.972,10.0.104.9,224.0.0.1,0,0,OTHER,0,0,758eff81,2026-04-11T17:01:45.991612
45.277,10.0.106.14,224.0.0.1,0,0,OTHER,0,0,dc20a481,2026-04-11T17:01:46.293066
45.296,10.0.106.14,224.0.0.1,0,0,OTHER,0,0,dc20a481,2026-04-11T17:01:46.312821
45.767,10.0.103.8,224.0.0.1,0,0,OTHER,0,0,bf10ffa4,2026-04-11T17:01:46.783674
46.146,10.0.106.14,224.0.0.1,0,0,OTHER,0,0,dc20a481,2026-04-11T17:01:47.163027
46.175,10.0.106.14,224.0.0.1,0,0,OTHER,0,0,dc20a481,2026-04-11T17:01:47.194977
46.444,10.0.102.5,224.0.0.1,0,0,OTHER,0,0,ae001094,2026-04-11T17:01:47.460868
47.059,10.0.103.7,224.0.0.1,0,0,OTHER,0,0,048c1c86,2026-04-11T17:01:48.075710
47.143,10.0.105.12,224.0.0.1,0,0,OTHER,0,0,18b54e13,2026-04-11T17:01:48.161895
47.153,10.0.105.12,224.0.0.1,0,0,OTHER,0,0,18b54e13,2026-04-11T17:01:48.169735
47.631,10.0.100.1,224.0.0.1,0,0,OTHER,0,0,977782c3,2026-04-11T17:01:48.650268
47.657,10.0.100.1,224.0.0.1,0,0,OTHER,0,0,977782c3,2026-04-11T17:01:48.676693
47.859,10.0.107.15,224.0.0.1,0,0,OTHER,0,0,383717dc,2026-04-11T17:01:48.878518
47.863,10.0.107.15,224.0.0.1,0,0,OTHER,0,0,383717dc,2026-04-11T17:01:48.881699
47.962,10.0.107.16,224.0.0.1,0,0,OTHER,0,0,18879e6e,2026-04-11T17:01:48.978766
47.971,10.0.107.16,224.0.0.1,0,0,OTHER,0,0,18879e6e,2026-04-11T17:01:48.989943
48.037,10.0.106.13,224.0.0.1,0,0,OTHER,0,0,8ffedff3,2026-04-11T17:01:49.053774
48.069,10.0.106.13,224.0.0.1,0,0,OTHER,0,0,8ffedff3,2026-04-11T17:01:49.088053
48.147,10.0.100.2,224.0.0.1,0,0,OTHER,0,0,0b7abfe3,2026-04-11T17:01:49.165754
48.169,10.0.100.2,224.0.0.1,0,0,OTHER,0,0,0b7abfe3,2026-04-11T17:01:49.193733
48.308,10.0.105.11,224.0.0.1,0,0,OTHER,0,0,f92bb1e0,2026-04-11T17:01:49.327690
48.312,10.0.105.11,224.0.0.1,0,0,OTHER,0,0,f92bb1e0,2026-04-11T17:01:49.331624
48.506,10.0.101.3,224.0.0.1,0,0,OTHER,0,0,17099ba8,2026-04-11T17:01:49.526371
48.516,10.0.101.3,224.0.0.1,0,0,OTHER,0,0,17099ba8,2026-04-11T17:01:49.535468
48.794,10.0.102.6,224.0.0.1,0,0,OTHER,0,0,507baf03,2026-04-11T17:01:49.810465
49.164,10.0.104.10,224.0.0.1,0,0,OTHER,0,0,8c3d781d,2026-04-11T17:01:50.181582
49.223,10.0.101.4,224.0.0.1,0,0,OTHER,0,0,bde9398a,2026-04-11T17:01:50.244792
49.231,10.0.104.10,224.0.0.1,0,0,OTHER,0,0,8c3d781d,2026-04-11T17:01:50.249601
49.238,10.0.101.4,224.0.0.1,0,0,OTHER,0,0,bde9398a,2026-04-11T17:01:50.256573
49.989,10.0.104.9,224.0.0.1,0,0,OTHER,0,0,758eff81,2026-04-11T17:01:51.008597
50.0,10.0.104.9,224.0.0.1,0,0,OTHER,0,0,758eff81,2026-04-11T17:01:51.016508
50.299,10.0.106.14,224.0.0.1,0,0,OTHER,0,0,dc20a481,2026-04-11T17:01:51.316188
50.307,10.0.106.14,224.0.0.1,0,0,OTHER,0,0,dc20a481,2026-04-11T17:01:51.326585
50.783,10.0.103.8,224.0.0.1,0,0,OTHER,0,0,bf10ffa4,2026-04-11T17:01:51.799996
51.181,10.0.106.14,224.0.0.1,0,0,OTHER,0,0,dc20a481,2026-04-11T17:01:52.197973
51.182,10.0.106.14,224.0.0.1,0,0,OTHER,0,0,dc20a481,2026-04-11T17:01:52.199613
51.466,10.0.102.5,224.0.0.1,0,0,OTHER,0,0,ae001094,2026-04-11T17:01:52.483272
52.063,10.0.103.7,224.0.0.1,0,0,OTHER,0,0,048c1c86,2026-04-11T17:01:53.080450
52.173,10.0.105.12,224.0.0.1,0,0,OTHER,0,0,18b54e13,2026-04-11T17:01:53.189523
52.179,10.0.105.12,224.0.0.1,0,0,OTHER,0,0,18b54e13,2026-04-11T17:01:53.196043
52.648,10.0.100.1,224.0.0.1,0,0,OTHER,0,0,977782c3,2026-04-11T17:01:53.664705
52.649,10.0.100.1,224.0.0.1,0,0,OTHER,0,0,977782c3,2026-04-11T17:01:53.665326
52.861,10.0.107.15,224.0.0.1,0,0,OTHER,0,0,383717dc,2026-04-11T17:01:53.881062
52.882,10.0.107.15,224.0.0.1,0,0,OTHER,0,0,383717dc,2026-04-11T17:01:53.901754
52.992,10.0.107.16,224.0.0.1,0,0,OTHER,0,0,18879e6e,2026-04-11T17:01:54.008804
52.993,10.0.107.16,224.0.0.1,0,0,OTHER,0,0,18879e6e,2026-04-11T17:01:54.014965
53.04,10.0.106.13,224.0.0.1,0,0,OTHER,0,0,8ffedff3,2026-04-11T17:01:54.057956
53.043,10.0.106.13,224.0.0.1,0,0,OTHER,0,0,8ffedff3,2026-04-11T17:01:54.062127
53.14,10.0.100.2,224.0.0.1,0,0,OTHER,0,0,0b7abfe3,2026-04-11T17:01:54.157192
53.153,10.0.100.2,224.0.0.1,0,0,OTHER,0,0,0b7abfe3,2026-04-11T17:01:54.169795
53.337,10.0.105.11,224.0.0.1,0,0,OTHER,0,0,f92bb1e0,2026-04-11T17:01:54.356986
53.341,10.0.105.11,224.0.0.1,0,0,OTHER,0,0,f92bb1e0,2026-04-11T17:01:54.362325
53.533,10.0.101.3,224.0.0.1,0,0,OTHER,0,0,17099ba8,2026-04-11T17:01:54.549794
53.544,10.0.101.3,224.0.0.1,0,0,OTHER,0,0,17099ba8,2026-04-11T17:01:54.560439
53.82,10.0.102.6,224.0.0.1,0,0,OTHER,0,0,507baf03,2026-04-11T17:01:54.837012
54.203,10.0.104.10,224.0.0.1,0,0,OTHER,0,0,8c3d781d,2026-04-11T17:01:55.221908
54.224,10.0.104.10,224.0.0.1,0,0,OTHER,0,0,8c3d781d,2026-04-11T17:01:55.240758
54.247,10.0.101.4,224.0.0.1,0,0,OTHER,0,0,bde9398a,2026-04-11T17:01:55.264456
54.255,10.0.101.4,224.0.0.1,0,0,OTHER,0,0,bde9398a,2026-04-11T17:01:55.271970
54.997,10.0.104.9,224.0.0.1,0,0,OTHER,0,0,758eff81,2026-04-11T17:01:56.014276
55.026,10.0.104.9,224.0.0.1,0,0,OTHER,0,0,758eff81,2026-04-11T17:01:56.043068
55.362,10.0.106.14,224.0.0.1,0,0,OTHER,0,0,dc20a481,2026-04-11T17:01:56.378979
55.392,10.0.106.14,224.0.0.1,0,0,OTHER,0,0,dc20a481,2026-04-11T17:01:56.410843
55.805,10.0.103.8,224.0.0.1,0,0,OTHER,0,0,bf10ffa4,2026-04-11T17:01:56.821426
56.203,10.0.106.14,224.0.0.1,0,0,OTHER,0,0,dc20a481,2026-04-11T17:01:57.221599
56.218,10.0.106.14,224.0.0.1,0,0,OTHER,0,0,dc20a481,2026-04-11T17:01:57.238456
56.486,10.0.102.5,224.0.0.1,0,0,OTHER,0,0,ae001094,2026-04-11T17:01:57.504966
57.08,10.0.103.7,224.0.0.1,0,0,OTHER,0,0,048c1c86,2026-04-11T17:01:58.096680
57.151,10.0.105.12,224.0.0.1,0,0,OTHER,0,0,18b54e13,2026-04-11T17:01:58.167746
57.162,10.0.105.12,224.0.0.1,0,0,OTHER,0,0,18b54e13,2026-04-11T17:01:58.179675
57.697,10.0.100.1,224.0.0.1,0,0,OTHER,0,0,977782c3,2026-04-11T17:01:58.713168
57.717,10.0.100.1,224.0.0.1,0,0,OTHER,0,0,977782c3,2026-04-11T17:01:58.735973
57.905,10.0.107.15,224.0.0.1,0,0,OTHER,0,0,383717dc,2026-04-11T17:01:58.921196
57.924,10.0.107.15,224.0.0.1,0,0,OTHER,0,0,383717dc,2026-04-11T17:01:58.941809
58.062,10.0.107.16,224.0.0.1,0,0,OTHER,0,0,18879e6e,2026-04-11T17:01:59.081929
58.071,10.0.107.16,224.0.0.1,0,0,OTHER,0,0,18879e6e,2026-04-11T17:01:59.090217
58.124,10.0.106.13,224.0.0.1,0,0,OTHER,0,0,8ffedff3,2026-04-11T17:01:59.143556
58.14,10.0.106.13,224.0.0.1,0,0,OTHER,0,0,8ffedff3,2026-04-11T17:01:59.158984
58.248,10.0.100.2,224.0.0.1,0,0,OTHER,0,0,0b7abfe3,2026-04-11T17:01:59.265967
58.257,10.0.100.2,224.0.0.1,0,0,OTHER,0,0,0b7abfe3,2026-04-11T17:01:59.276191
58.411,10.0.105.11,224.0.0.1,0,0,OTHER,0,0,f92bb1e0,2026-04-11T17:01:59.432114
58.422,10.0.105.11,224.0.0.1,0,0,OTHER,0,0,f92bb1e0,2026-04-11T17:01:59.443014
58.57,10.0.101.3,224.0.0.1,0,0,OTHER,0,0,17099ba8,2026-04-11T17:01:59.588088
58.583,10.0.101.3,224.0.0.1,0,0,OTHER,0,0,17099ba8,2026-04-11T17:01:59.599245
58.835,10.0.102.6,224.0.0.1,0,0,OTHER,0,0,507baf03,2026-04-11T17:01:59.853009
59.208,10.0.104.10,224.0.0.1,0,0,OTHER,0,0,8c3d781d,2026-04-11T17:02:00.224454
59.223,10.0.104.10,224.0.0.1,0,0,OTHER,0,0,8c3d781d,2026-04-11T17:02:00.241933
59.308,10.0.101.4,224.0.0.1,0,0,OTHER,0,0,bde9398a,2026-04-11T17:02:00.324790
59.316,10.0.101.4,224.0.0.1,0,0,OTHER,0,0,bde9398a,2026-04-11T17:02:00.336093
60.02,10.0.104.9,224.0.0.1,0,0,OTHER,0,0,758eff81,2026-04-11T17:02:01.036597
60.045,10.0.104.9,224.0.0.1,0,0,OTHER,0,0,758eff81,2026-04-11T17:02:01.062076
60.364,10.0.106.14,224.0.0.1,0,0,OTHER,0,0,dc20a481,2026-04-11T17:02:01.382936
60.367,10.0.106.14,224.0.0.1,0,0,OTHER,0,0,dc20a481,2026-04-11T17:02:01.383585
60.829,10.0.103.8,224.0.0.1,0,0,OTHER,0,0,bf10ffa4,2026-04-11T17:02:01.847442
61.222,10.0.106.14,224.0.0.1,0,0,OTHER,0,0,dc20a481,2026-04-11T17:02:02.240969
61.238,10.0.106.14,224.0.0.1,0,0,OTHER,0,0,dc20a481,2026-04-11T17:02:02.257004
61.508,10.0.102.5,224.0.0.1,0,0,OTHER,0,0,ae001094,2026-04-11T17:02:02.528019
62.103,10.0.103.7,224.0.0.1,0,0,OTHER,0,0,048c1c86,2026-04-11T17:02:03.119505
62.19,10.0.105.12,224.0.0.1,0,0,OTHER,0,0,18b54e13,2026-04-11T17:02:03.208675
62.193,10.0.105.12,224.0.0.1,0,0,OTHER,0,0,18b54e13,2026-04-11T17:02:03.213000
62.697,10.0.100.1,224.0.0.1,0,0,OTHER,0,0,977782c3,2026-04-11T17:02:03.716469
62.724,10.0.100.1,224.0.0.1,0,0,OTHER,0,0,977782c3,2026-04-11T17:02:03.740768
62.926,10.0.107.15,224.0.0.1,0,0,OTHER,0,0,383717dc,2026-04-11T17:02:03.942321
62.926,10.0.107.15,224.0.0.1,0,0,OTHER,0,0,383717dc,2026-04-11T17:02:03.942998
63.041,10.0.107.16,224.0.0.1,0,0,OTHER,0,0,18879e6e,2026-04-11T17:02:04.060226
63.045,10.0.107.16,224.0.0.1,0,0,OTHER,0,0,18879e6e,2026-04-11T17:02:04.065045
63.154,10.0.106.13,224.0.0.1,0,0,OTHER,0,0,8ffedff3,2026-04-11T17:02:04.174654
63.162,10.0.106.13,224.0.0.1,0,0,OTHER,0,0,8ffedff3,2026-04-11T17:02:04.180937
63.243,10.0.100.2,224.0.0.1,0,0,OTHER,0,0,0b7abfe3,2026-04-11T17:02:04.259784
63.261,10.0.100.2,224.0.0.1,0,0,OTHER,0,0,0b7abfe3,2026-04-11T17:02:04.277418
63.383,10.0.105.11,224.0.0.1,0,0,OTHER,0,0,f92bb1e0,2026-04-11T17:02:04.401995
63.391,10.0.105.11,224.0.0.1,0,0,OTHER,0,0,f92bb1e0,2026-04-11T17:02:04.407496
63.567,10.0.101.3,224.0.0.1,0,0,OTHER,0,0,17099ba8,2026-04-11T17:02:04.583696
63.581,10.0.101.3,224.0.0.1,0,0,OTHER,0,0,17099ba8,2026-04-11T17:02:04.599972
63.859,10.0.102.6,224.0.0.1,0,0,OTHER,0,0,507baf03,2026-04-11T17:02:04.875834
64.26,10.0.101.4,224.0.0.1,0,0,OTHER,0,0,bde9398a,2026-04-11T17:02:05.276649
64.3,10.0.101.4,224.0.0.1,0,0,OTHER,0,0,bde9398a,2026-04-11T17:02:05.321297
64.306,10.0.104.10,224.0.0.1,0,0,OTHER,1,0,8c3d781d,2026-04-11T17:02:05.327300
64.315,10.0.104.10,224.0.0.1,0,0,OTHER,0,0,8c3d781d,2026-04-11T17:02:05.331431
65.04,10.0.104.9,224.0.0.1,0,0,OTHER,0,0,758eff81,2026-04-11T17:02:06.057786
65.081,10.0.104.9,224.0.0.1,0,0,OTHER,0,0,758eff81,2026-04-11T17:02:06.098124
65.383,10.0.106.14,224.0.0.1,0,0,OTHER,0,0,dc20a481,2026-04-11T17:02:06.399923
65.396,10.0.106.14,224.0.0.1,0,0,OTHER,0,0,dc20a481,2026-04-11T17:02:06.413999
65.847,10.0.103.8,224.0.0.1,0,0,OTHER,0,0,bf10ffa4,2026-04-11T17:02:06.864200
66.222,10.0.106.14,224.0.0.1,0,0,OTHER,0,0,dc20a481,2026-04-11T17:02:07.240659
66.252,10.0.106.14,224.0.0.1,0,0,OTHER,0,0,dc20a481,2026-04-11T17:02:07.270116
66.531,10.0.102.5,224.0.0.1,0,0,OTHER,0,0,ae001094,2026-04-11T17:02:07.550189
67.123,10.0.103.7,224.0.0.1,0,0,OTHER,0,0,048c1c86,2026-04-11T17:02:08.139974
67.19,10.0.105.12,224.0.0.1,0,0,OTHER,0,0,18b54e13,2026-04-11T17:02:08.212717
67.207,10.0.105.12,224.0.0.1,0,0,OTHER,0,0,18b54e13,2026-04-11T17:02:08.223884
67.719,10.0.100.1,224.0.0.1,0,0,OTHER,0,0,977782c3,2026-04-11T17:02:08.739948
67.729,10.0.100.1,224.0.0.1,0,0,OTHER,0,0,977782c3,2026-04-11T17:02:08.748161
67.941,10.0.107.15,224.0.0.1,0,0,OTHER,0,0,383717dc,2026-04-11T17:02:08.959931
67.964,10.0.107.15,224.0.0.1,0,0,OTHER,0,0,383717dc,2026-04-11T17:02:08.982336
68.079,10.0.107.16,224.0.0.1,0,0,OTHER,1,0,18879e6e,2026-04-11T17:02:09.098070
68.082,10.0.107.16,224.0.0.1,0,0,OTHER,0,0,18879e6e,2026-04-11T17:02:09.102462
68.126,10.0.106.13,224.0.0.1,0,0,OTHER,0,0,8ffedff3,2026-04-11T17:02:09.142654
68.127,10.0.106.13,224.0.0.1,0,0,OTHER,0,0,8ffedff3,2026-04-11T17:02:09.146042
68.236,10.0.100.2,224.0.0.1,0,0,OTHER,0,0,0b7abfe3,2026-04-11T17:02:09.254930
68.246,10.0.100.2,224.0.0.1,0,0,OTHER,0,0,0b7abfe3,2026-04-11T17:02:09.264668
68.374,10.0.105.11,224.0.0.1,0,0,OTHER,0,0,f92bb1e0,2026-04-11T17:02:09.393661
68.389,10.0.105.11,224.0.0.1,0,0,OTHER,0,0,f92bb1e0,2026-04-11T17:02:09.409094
68.59,10.0.101.3,224.0.0.1,0,0,OTHER,0,0,17099ba8,2026-04-11T17:02:09.607951
68.605,10.0.101.3,224.0.0.1,0,0,OTHER,0,0,17099ba8,2026-04-11T17:02:09.622718
68.882,10.0.102.6,224.0.0.1,0,0,OTHER,0,0,507baf03,2026-04-11T17:02:09.898761
69.276,10.0.101.4,224.0.0.1,0,0,OTHER,0,0,bde9398a,2026-04-11T17:02:10.296658
69.293,10.0.101.4,224.0.0.1,0,0,OTHER,0,0,bde9398a,2026-04-11T17:02:10.313223
69.297,10.0.104.10,224.0.0.1,0,0,OTHER,0,0,8c3d781d,2026-04-11T17:02:10.316263
69.304,10.0.104.10,224.0.0.1,0,0,OTHER,0,0,8c3d781d,2026-04-11T17:02:10.322959
70.081,10.0.104.9,224.0.0.1,0,0,OTHER,0,0,758eff81,2026-04-11T17:02:11.099469
70.097,10.0.104.9,224.0.0.1,0,0,OTHER,0,0,758eff81,2026-04-11T17:02:11.115671
70.387,10.0.106.14,224.0.0.1,0,0,OTHER,0,0,dc20a481,2026-04-11T17:02:11.404339
70.412,10.0.106.14,224.0.0.1,0,0,OTHER,0,0,dc20a481,2026-04-11T17:02:11.433089
70.868,10.0.103.8,224.0.0.1,0,0,OTHER,0,0,bf10ffa4,2026-04-11T17:02:11.886000
71.274,10.0.106.14,224.0.0.1,0,0,OTHER,0,0,dc20a481,2026-04-11T17:02:12.294084
71.291,10.0.106.14,224.0.0.1,0,0,OTHER,0,0,dc20a481,2026-04-11T17:02:12.308240
71.549,10.0.102.5,224.0.0.1,0,0,OTHER,0,0,ae001094,2026-04-11T17:02:12.565682
72.145,10.0.103.7,224.0.0.1,0,0,OTHER,0,0,048c1c86,2026-04-11T17:02:13.161218
72.249,10.0.105.12,224.0.0.1,0,0,OTHER,0,0,18b54e13,2026-04-11T17:02:13.265513
72.263,10.0.105.12,224.0.0.1,0,0,OTHER,0,0,18b54e13,2026-04-11T17:02:13.280509
72.747,10.0.100.1,224.0.0.1,0,0,OTHER,0,0,977782c3,2026-04-11T17:02:13.764937
72.756,10.0.100.1,224.0.0.1,0,0,OTHER,0,0,977782c3,2026-04-11T17:02:13.773932
72.939,10.0.107.15,224.0.0.1,0,0,OTHER,0,0,383717dc,2026-04-11T17:02:13.955890
72.944,10.0.107.15,224.0.0.1,0,0,OTHER,0,0,383717dc,2026-04-11T17:02:13.961275
73.05,10.0.107.16,224.0.0.1,0,0,OTHER,0,0,18879e6e,2026-04-11T17:02:14.066643
73.065,10.0.107.16,224.0.0.1,0,0,OTHER,0,0,18879e6e,2026-04-11T17:02:14.081283
73.145,10.0.106.13,224.0.0.1,0,0,OTHER,1,0,8ffedff3,2026-04-11T17:02:14.161150
73.146,10.0.106.13,224.0.0.1,0,0,OTHER,0,0,8ffedff3,2026-04-11T17:02:14.162922
73.223,10.0.100.2,224.0.0.1,0,0,OTHER,0,0,0b7abfe3,2026-04-11T17:02:14.239454
73.231,10.0.100.2,224.0.0.1,0,0,OTHER,0,0,0b7abfe3,2026-04-11T17:02:14.248041
73.422,10.0.105.11,224.0.0.1,0,0,OTHER,0,0,f92bb1e0,2026-04-11T17:02:14.438814
73.427,10.0.105.11,224.0.0.1,0,0,OTHER,0,0,f92bb1e0,2026-04-11T17:02:14.444841
73.626,10.0.101.3,224.0.0.1,0,0,OTHER,0,0,17099ba8,2026-04-11T17:02:14.643674
73.628,10.0.101.3,224.0.0.1,0,0,OTHER,0,0,17099ba8,2026-04-11T17:02:14.648673
73.926,10.0.102.6,224.0.0.1,0,0,OTHER,0,0,507baf03,2026-04-11T17:02:14.942532
74.295,10.0.101.4,224.0.0.1,0,0,OTHER,0,0,bde9398a,2026-04-11T17:02:15.311373
74.314,10.0.101.4,224.0.0.1,0,0,OTHER,0,0,bde9398a,2026-04-11T17:02:15.332758
74.32,10.0.104.10,224.0.0.1,0,0,OTHER,0,0,8c3d781d,2026-04-11T17:02:15.338848
74.341,10.0.104.10,224.0.0.1,0,0,OTHER,0,0,8c3d781d,2026-04-11T17:02:15.358376
75.077,10.0.104.9,224.0.0.1,0,0,OTHER,0,0,758eff81,2026-04-11T17:02:16.097532
75.093,10.0.104.9,224.0.0.1,0,0,OTHER,0,0,758eff81,2026-04-11T17:02:16.110267
75.425,10.0.106.14,224.0.0.1,0,0,OTHER,0,0,dc20a481,2026-04-11T17:02:16.441388
75.432,10.0.106.14,224.0.0.1,0,0,OTHER,0,0,dc20a481,2026-04-11T17:02:16.448696
75.887,10.0.103.8,224.0.0.1,0,0,OTHER,0,0,bf10ffa4,2026-04-11T17:02:16.903705
76.29,10.0.106.14,224.0.0.1,0,0,OTHER,0,0,dc20a481,2026-04-11T17:02:17.310636
76.295,10.0.106.14,224.0.0.1,0,0,OTHER,0,0,dc20a481,2026-04-11T17:02:17.314256
76.563,10.0.102.5,224.0.0.1,0,0,OTHER,0,0,ae001094,2026-04-11T17:02:17.581958
77.16,10.0.103.7,224.0.0.1,0,0,OTHER,0,0,048c1c86,2026-04-11T17:02:18.176827
77.262,10.0.105.12,224.0.0.1,0,0,OTHER,0,0,18b54e13,2026-04-11T17:02:18.278166
77.263,10.0.105.12,224.0.0.1,0,0,OTHER,0,0,18b54e13,2026-04-11T17:02:18.281808
77.775,10.0.100.1,224.0.0.1,0,0,OTHER,0,0,977782c3,2026-04-11T17:02:18.791767
77.796,10.0.100.1,224.0.0.1,0,0,OTHER,0,0,977782c3,2026-04-11T17:02:18.813860
77.98,10.0.107.15,224.0.0.1,0,0,OTHER,0,0,383717dc,2026-04-11T17:02:18.999340
77.983,10.0.107.15,224.0.0.1,0,0,OTHER,0,0,383717dc,2026-04-11T17:02:19.000703
78.079,10.0.107.16,224.0.0.1,0,0,OTHER,0,0,18879e6e,2026-04-11T17:02:19.096156
78.089,10.0.107.16,224.0.0.1,0,0,OTHER,0,0,18879e6e,2026-04-11T17:02:19.106163
78.156,10.0.106.13,224.0.0.1,0,0,OTHER,0,0,8ffedff3,2026-04-11T17:02:19.174904
78.159,10.0.106.13,224.0.0.1,0,0,OTHER,0,0,8ffedff3,2026-04-11T17:02:19.175700
78.246,10.0.100.2,224.0.0.1,0,0,OTHER,0,0,0b7abfe3,2026-04-11T17:02:19.266506
78.26,10.0.100.2,224.0.0.1,0,0,OTHER,0,0,0b7abfe3,2026-04-11T17:02:19.277175
78.446,10.0.105.11,224.0.0.1,0,0,OTHER,0,0,f92bb1e0,2026-04-11T17:02:19.462548
78.46,10.0.105.11,224.0.0.1,0,0,OTHER,0,0,f92bb1e0,2026-04-11T17:02:19.477395
78.629,10.0.101.3,224.0.0.1,0,0,OTHER,0,0,17099ba8,2026-04-11T17:02:19.646222
78.631,10.0.101.3,224.0.0.1,0,0,OTHER,0,0,17099ba8,2026-04-11T17:02:19.647529
78.945,10.0.102.6,224.0.0.1,0,0,OTHER,0,0,507baf03,2026-04-11T17:02:19.961490
79.297,10.0.104.10,224.0.0.1,0,0,OTHER,0,0,8c3d781d,2026-04-11T17:02:20.314031
79.325,10.0.104.10,224.0.0.1,0,0,OTHER,0,0,8c3d781d,2026-04-11T17:02:20.342943
79.342,10.0.101.4,224.0.0.1,0,0,OTHER,0,0,bde9398a,2026-04-11T17:02:20.359260
79.363,10.0.101.4,224.0.0.1,0,0,OTHER,0,0,bde9398a,2026-04-11T17:02:20.379467
80.142,10.0.104.9,224.0.0.1,0,0,OTHER,0,0,758eff81,2026-04-11T17:02:21.159117
80.168,10.0.104.9,224.0.0.1,0,0,OTHER,0,0,758eff81,2026-04-11T17:02:21.185337
80.457,10.0.106.14,224.0.0.1,0,0,OTHER,0,0,dc20a481,2026-04-11T17:02:21.474816
80.473,10.0.106.14,224.0.0.1,0,0,OTHER,0,0,dc20a481,2026-04-11T17:02:21.490996
80.904,10.0.103.8,224.0.0.1,0,0,OTHER,0,0,bf10ffa4,2026-04-11T17:02:21.920545
81.309,10.0.106.14,224.0.0.1,0,0,OTHER,0,0,dc20a481,2026-04-11T17:02:22.325878
81.31,10.0.106.14,224.0.0.1,0,0,OTHER,0,0,dc20a481,2026-04-11T17:02:22.327011
81.588,10.0.102.5,224.0.0.1,0,0,OTHER,0,0,ae001094,2026-04-11T17:02:22.606934
82.183,10.0.103.7,224.0.0.1,0,0,OTHER,0,0,048c1c86,2026-04-11T17:02:23.201887
82.277,10.0.105.12,224.0.0.1,0,0,OTHER,0,0,18b54e13,2026-04-11T17:02:23.293618
82.278,10.0.105.12,224.0.0.1,0,0,OTHER,0,0,18b54e13,2026-04-11T17:02:23.299431
82.792,10.0.100.1,224.0.0.1,0,0,OTHER,0,0,977782c3,2026-04-11T17:02:23.810262
82.812,10.0.100.1,224.0.0.1,0,0,OTHER,0,0,977782c3,2026-04-11T17:02:23.830892
82.973,10.0.107.15,224.0.0.1,0,0,OTHER,0,0,383717dc,2026-04-11T17:02:23.992640
83.004,10.0.107.15,224.0.0.1,0,0,OTHER,0,0,383717dc,2026-04-11T17:02:24.021258
83.133,10.0.107.16,224.0.0.1,0,0,OTHER,0,0,18879e6e,2026-04-11T17:02:24.149819
83.147,10.0.107.16,224.0.0.1,0,0,OTHER,0,0,18879e6e,2026-04-11T17:02:24.164101
83.167,10.0.106.13,224.0.0.1,0,0,OTHER,0,0,8ffedff3,2026-04-11T17:02:24.184048
83.199,10.0.106.13,224.0.0.1,0,0,OTHER,0,0,8ffedff3,2026-04-11T17:02:24.215950
83.278,10.0.100.2,224.0.0.1,0,0,OTHER,0,0,0b7abfe3,2026-04-11T17:02:24.296146
83.28,10.0.100.2,224.0.0.1,0,0,OTHER,0,0,0b7abfe3,2026-04-11T17:02:24.300046
